,id,retweet_count,lang,full_text,sentiment
31,1261137794354704387,0,en,Wonderful to be a Columnist at National Daily on Topic  Impact of COVID19 on Education Sector  Strategies to Success  at Focus News Daily There are few people who inspired this journey Mr Shiv Khera amp Mr Chetan LINK,positive
32,1252668703772217345,0,en,"If you cant explain it simply you dont understand it well enough Albert Einstein
COVID19  Pet Point Clinic LINK",neutral
33,1258727990760017920,0,en,"This WorldRedCrossDay lets promise ourselves to be a helping hand for those in need and help the world to heal faster

RedCrossDay WorldRedCrossday2020 HealthWorkers COVID19 IndiaFightsCorona redcrossday LINK",neutral
34,1260866628587315200,0,en,"HOME TREATMENT FOR ASYMPTOMATIC COVID19 PATIENTS IN URBAN AREAS IN ODISHA 

The Odisha government has modified the guidelines related to the treatment of COVID19 patients Those with mild symptoms or are LINK",positive
35,1252336727890395136,0,en,"🇮🇳 India

10 day forecast of 1464 dead This wave may last 19 days and see 872974 cases and 122 deaths Cases double every 70 days

📈 LINK

🕓 2004 CovidIndia

34",negative
36,1252624159290597376,0,en,madhya pradesh umaria Hindustan ka dil dekho covid19 appreciation by shri kumarvishwas  Umaria Railway Station LINK,neutral
37,1258627295587295233,0,en,Our Earth Says thanks to Corona virus for giving relaxation  Lingampally Hyderabad LINK,positive
38,1258723340082204675,0,en,Due to Corona LOCKDOWN lots of daily wage labourers lost their jobs amp were facing difficulties for arranging even the basic necessities At such times great sewa have been done by disciples of Sant Shri Asaram Bapu Ji Hats off to them आशारामजीआश्रमद्वाराकोरोनासेवाकार्य,positive
39,1260832506347216897,0,en,As part of Trinity Care Foundation Project focusing on Government Hospitals in Karnataka ✨ Visit LINK to know how you could support Medical Professionals amp Healthcare staff during LINK,neutral
40,1260883301046378501,0,en,Amid regular reports of protest and road blockades by migrants over poor quality of food and lack of basic amenities at COVID19 quarantine centres the Bihar government has announced that only those inmates who LINK,negative
41,1260957058737700865,0,en,"Sanatize on  corona
photopalshyd bizarrehyderabad
hindustanlive hyderabadlive photographersofindia storiesofindia indiaphoto soi soihyd streetphotographyindia indiapictures mypixeldiary moodygrams LINK",neutral
42,1251723894978985984,0,en,"Dear Physios

Admist of This COVID 19   
What is our role as a Physiotherapist 

Want to Know

Do Attend 

ABUSE Physio Plexus AcademyABUSE  
Is Hosting a Zoom Webinar on Topic 

ABUSE Role of Physiotherapists in Disaster LINK",neutral
43,1251730880881668097,0,en,Indian Red Cross Society Salcete branch COVID activity bulletin for 18th April 20  Indian Red Cross Society Goa LINK,neutral
44,1251772595420172296,0,en,"National Art Competition  COVID19
AWARENESS CAMPAIGNS
Student artist  Vedansh Gaur
Title  Corona virus effects on earth
Medium  peoples awareness
size  275X347
Prize
Address  Dwarikapuri LINK",neutral
45,1258613478010400768,0,en,"Travel stopped due to effectiveness of corona virus 🦠 
travel maharana insta instagram bald instadaily instagood daily odisha  Berhampur Orissa LINK",negative
46,1260991067240960021,0,en,"🤸
Everybody is a genius
I am everybody 😆😆






mask covid facemask skincare coronavirus masks art masker beauty corona n makeup love stayhome cosplay virus maskerwajah m like quarantine LINK",positive
47,1252170510663729152,0,en,"thejoker chaos cure joker jokerthemovie2019 quotes thejokerquotes 
Those who sell choas they sell cure as well
covid19 nwo newworldorder  Haala Vaay Paastayu Chudasama Nagar LINK",neutral
48,1258913958066565126,0,en,"Lockdown is going still 
please corona  go to your bill  Kaghzi Mohalla LINK",neutral
49,1261101939296780289,0,en,"MORNING 🌳🌅


Shot On iPhone


ilalitjangid shotoniphone  apple 
rajasthan jodhpur village createathome 
lockdown nustaharamkhor covid carryminatimemes LINK",neutral
50,1251733282473086976,0,en,"Protect your Self and Family first which will protect the entire Society  

Stay Home Stay Safe 

Call ESPAC to buy Health Insurance amp Top Up Health Insurance including Covid19 cover 

Somnath Pal
Founder amp LINK",positive
51,1258704685785124866,0,en,"Mask for safety
Contact for inquiry

mask covid facemask skincare coronavirus masks art masker beauty corona n makeup love stayhome cosplay virus maskerwajah m like quarantine photography skin LINK",positive
52,1258949294394048512,0,en,Hats off the police department working on COVID19 🙂  Nallapadu India LINK,neutral
53,1251956389938855937,0,en,"Dear Manmohan

Thanks for sharing experience of your Parivar Shakha

During ABUSE Covid  19ABUSE  pandemic support our needy community via ABUSE Digital HelplineABUSE  available on ABUSE UTKARSHABUSE 

We request you to join our UTKARSH LINK",positive
54,1258729212250292231,0,en,"Teleport gone wrong
Bored in the house
Bored in the house

haircut stayhome staysafe covid tiktok quarantine quarantined boredinthehouse editing homealone hyderabaddiaries hyderabad hyd pakkahyd LINK",negative
55,1258960081003085826,0,en,"Who bothers by corona 
The world of these beautiful weaverbirds is same life goes on the morning and season same and they have started making their nests this year too
સુગરી માળા LINK",positive
58,1260907906389757954,0,en,"85YEAROLD WOMAN WEIGHING 2 KGS FROM ODISHA RECOVERED FROM THE CORONAVIRUS

An 85yearold woman weighing just 2 kg in Odishas Jajpur district has successfully battled against the current coronavirus instilling LINK",positive
59,1251853570258931712,0,en,Interview of Corona Virus  Whitefiled Bangalore LINK,neutral
60,1251891770071429120,0,en,"ODISHA GOVERNMENT TO CONDUCT 50 COVID19 TESTS IN BHUBANESWAR

The Odisha government on Friday decided to conduct tests on about 50 samples in hotspot Bhubaneswar There are 60 positive cases of coronavirus in LINK",positive
61,1252171158893420544,0,en,Coronavirus Why Chinas claims of success raise eyebrows LINK,positive
62,1252428199666966528,0,en,goodmorning homesweethome home rain morningvibes familylove love garden gardenlife car bike corona staysafe fish pond pnfarms pnfarmhouse  PN Farm House LINK,positive
63,1258613385878519808,0,en,"Learn ✍️from home in your convenient time Download free App Mobishaala from Play Store Use Institute code ARSA2020 Get ready to overcome challenge arises due to corona outbreaks👇👇

CBSE Board Physics LINK",positive
64,1260841254109220865,0,en,"Hello everyone we at PITARASHISH ACRYLICS
Are introducing various products to fight this pandemic COVID19
1 FACE SHIELDS 🛡 
2 DISPOSABLE GOGGLES 
3 SNEEZE GUARDS 
4 INTUBATION BOXES LINK",neutral
65,1260978838995193857,0,en,"I Am Really Missing Going To GYM And Working Out Harderrr Sweating Out The Fat Its Been 2 Months Already Major Missing Praying To God To Set Us Free From This Troublesome Corona Virus



gymrat LINK",positive
66,1251740026003742727,0,en,"Trying to maintain my sanity in these difficult and unpredictable times 



homequarantine lockdown2020 coronavirus scare stayathome staysafe  Pune Maharashtra LINK",negative
67,1251774609667612677,0,en,Matterhorn mountain is illuminated with tricolor to stand in solidarity with Indians in the fight against coronavirus togetherwecan indiafightscorona  Palava  City of Opportunity LINK,neutral
68,1252453708434223110,0,en,"How can you prevent the spread of the coronavirus disease

Standard recommendations to prevent the spread of COVID19 include frequent cleaning of hands using alcoholbased hand rub or soap and water covering the LINK",positive
69,1252487192972341250,1,en,"Repost who
     
Q How can I grocery shop safely in the time of COVID19

coronavirus KnowtheFacts  Roorkee LINK",positive
70,1260870616003076096,0,en,"WE SALUTE YOU Dr monanaman and other corona warriors moms who had to be away from their kids on this Mothers Day 

ABUSE 

smilegifters coronawarriors mothersday supermoms LINK",negative
71,1252813474561880064,0,en,"🇮🇳 India 🔹✨🔹🔹✨🔹✨✨🔹✨

Official cases 20080  145M
Est cases 109533  7937M
Change 1541  8

Deaths 645  047M
Change 53  9

Mort 321

👨🏽‍⚕️Breathing LINK
🧘🏻 LINK

🕛 204

24 LINK",neutral
72,1258775491391217664,0,en,"All these clothes Nowhere to go⠀
⠀
⠀
⠀
⠀
⠀
everydaystyle wingedeyeliner neutrals ocnpresets selfielove quarantinelife quarantinestyle selfisolation covid19 coronavirus boredinthehouse everydaylife LINK",neutral
73,1260850573429084160,0,en,"Live Puppet Show for Kids on Corona Safety
15May2020 10AM on facebook
LINK  Indore India LINK",positive
74,1260919789603532803,0,en,"Types of Ladies Shoes 

Follow us for regular fashion and lifestyle updates 

If you like the post please dont forget to share 

Visit Us LINK

fashion coronavirus lockdown lockdownlife LINK",neutral
75,1252114740412899330,0,en,🦠🦠🦠🦠🦠Indian startups fighting COVID19 A number of Indian startups are assisting the govt in fighting the pandemic with new tech📇🕴👨‍💼👩‍💼👔  Delhi India LINK,positive
76,1252677660871974913,0,en,"🇮🇳 India

️ StayAtHome

Notes Heavily Lockeddown Unreliable Data Poverty

🕓 2104 Covid19

44",negative
77,1258701971013459969,0,en,"Asana  Yoga Challenge 

Entry  Rahul kumar sharma rahulkumargupta668

Asana name sirsasana
It will strengthen immunity that will be helpful to fight against corona virus It helps in better blood regulations LINK",positive
78,1258752034620219392,0,en,If you want to lift yourself up lift up someone else Sant Shri Asharamji Bapu jis disciples are working day and night for the upliftment of those who are badly hit during corona lockdown आशारामजीआश्रमद्वाराकोरोनासेवाकार्य,negative
79,1260844673356255232,0,en,Wows congress is fake due to coronavirus no mosque stay home safe but no fear lockdown in the occupation coronavirus fuckhumanity stayhome coronavirus wows imbecomeno1 destroyed partnerships sorrynotsorry LINK,negative
80,1260856169138212864,0,en,"Looking For Beautiful Home interiors 
Call our experts on 9241117111 TASAinteriordesigner Bangalore Factory up and running with all Covid Saftey and hygiene protocols in LINK",positive
81,1252270021109338114,0,en,"Beautiful memories of the Himalaya that I miss in this time of lockdown 



covid19india coronavirus indiafightscorona himachaligers quarantine homequarantine  lockdownindia lockdown2020 LINK",positive
82,1252676428518342656,0,en,"We all need to Stay Home and be safe 
Always wear a mask whenever go outside stayhomesavelives🙏🏻 gharbaithoindia corona pandemic covi̇d19 quarantine  Greater Noida LINK",positive
83,1252677577514328065,0,en,"Health is a Greatest amanah of Allah swt
May Allah cure all those who are affected with coronavirus Aameen
hijama hijamah hijamatherapy hijamatherapist cuppingtherapy cupping prophetmuhammad detox LINK",positive
84,1258664292062240773,0,en,"Task Covid19 WarRoom 
With Additional Collector Shri Rohan Saxena Ji at SGSITS War Room Covid19 WarRoom Indore Team FieldSurvey Covid19App Surveillance IndoreJeetegaCoronaHarega PunitKumarDwivedi LINK",neutral
85,1258964092989120513,0,en,Install Aarogyasetu App and be safe from corona🙏🙏🙏  India LINK,positive
86,1260981573849055234,0,en,"covid19 
keralafightback 
keralamodel 
stayhomestaysafe  Calicut India LINK",neutral
87,1251764308217921537,0,en,"HelloSurties

POSITIVE Patient 56 years Rizwanaben Rafiqbhai Saniya Residency Rander Gorat
passed away 3 Deaths in Surat in last 36 hours Total Death raised 8

corona update surat  Surat Gujarat LINK",positive
88,1258746864888938497,10,en,"Proud to be a CoronaWarriors 
posted at FluOpd for Covid Suspected patients
corona coronafighters  Bhopal Madhya Pradesh LINK",positive
89,1260979894487580674,0,en,"I Am Really Missing Going To GYM And Working Out Harderrr Sweating Out The Fat Its Been 2 Months Already Major Missing Praying To God To Set Us Free From This Troublesome Corona Virus



gymrat LINK",positive
90,1261149103213490178,0,en,"Looking For Beautiful Home interiors 
Call our experts on 9241117111 TASAinteriordesigner Bangalore Factory up and running with all Covid Saftey and hygiene protocols in LINK",positive
91,1251727682318020609,1,en,"Hello Friends
RajGardenPlants ROOKHRAJPAUDHSHALA
memories covid19 corona IndiaFightsCorona stayhome staysafe Shayari love ishc pyar poem gazal poetry poet shayar write writing write kavi kavita LINK",positive
92,1252507247625809920,0,en,"In the Times of coronavirus  induced confinement of the world thanks to the neighbor in the North things have become different in the world Everyone is suffering 
Here is wishing people at large a trip to their LINK",positive
93,1258713327297073153,0,en,Wows Boris Johnson agreed with trump became number one but American people know trump number one famously make America great again God blessed America due to coronavirus and then i have blamed Israel China India LINK,positive
94,1258812976989122564,1,en,"Story of extraordinary courage Dedication and Valour
Dr Zahid DM critical care resident from AIIMS Delhi showed exceptional valour and dedication while catering to a COVID patient While on duty he was not even LINK",positive
95,1260846747594698758,0,en,"Get Ready for Covid19 Taking Perfect Care of your Social Events MEMORIES we are ready for Making it PERFECT
theacresclub 
RamadaNaviMumba 
parknavimumbai 
OR 
yourplace

Call for Consultation  Mumbai LINK",positive
96,1252053382979715074,0,en,Trumps hype for state lockdown protests puts Twitter and Facebooks new COVID19 policies to the test LINK LINK,positive
97,1252171160722145282,0,en,China Zeroes in on Coronavirus Patients With No Symptoms as New Infections Rise LINK,positive
98,1258749782086033408,0,en,"BHUBANESWAR FIRE SERVICE SANITIZED THE LINGRAJ TEMPLE 

The 1thcentury old Lingraj temple in Bhubaneswar was sanitized by the fire services personnel amid coronavirus pandemic They sanitized areas including Ravi LINK",positive
99,1260984016922193920,0,en,SkanRayMahindra ventilator especially designed for Coronavirus is ready for production ⁦⁦mahindrarise  Vardhaman Institute of Medical Science LINK,positive
100,1251724362761351168,0,en,My work on SOCIAL DISTANCE in lock down periodcrack covid 19crack coronastay homestay lifestay safestay fitstay healthydo warm upgymexcersizesartartistsexpress thorough art in my languagegovtof LINK,positive
101,1251775869921767425,0,en,Masala pad is what I needed for Sunday afternoon crunch 😍 whats for lunch today foodiesofindia pad indianfood mumbai covid homemade  Mumbai Maharashtra LINK,neutral
102,1251791002970599425,0,en,"effect of corona at ncr chawribazar 
Then and now full of and filled with delhi cops
One of the busiest bazar in india  Full of crowded with civilians   Chawri Bazar LINK",positive
103,1252200538269265921,0,en,When there was no corona virus in the world 💐  Traffic Gastropub LINK,neutral
104,1252314661153882116,0,en,"Equip yourself with high immunity stay healthy 💪

👉 order now 👈 7000929113 

 healthdrink Healthiswealth COVIDー19 
 indore saketnagar
nitiaayog pimr startupindore
saketnagar indoretalk LINK",positive
105,1258969830834630656,0,en,A statue of a mother and her child in Kolkata has been masked to make people aware of the coronavirus epidemic StayHomeStaySafe IndiaFightCorona  Jaipur Rajasthan LINK,positive
106,1260913560651280384,0,en,"Time to reflect back on our hobbies Spread positivity

reflection positivevibes positivity coronavirus socialdistancing covid19 stayhome staysafe staystrong stress meditate takecare plasticfreeliving LINK",neutral
107,1260939446251401217,0,en,Corona Virus  from Reel to Real LINK,positive
108,1260985941365317632,0,en,"953 Windows for a view
Eventually everything will align with nature 


Positive effects of Covid19👍🏻


Repost ni3murkute 


DM to get feature


hawamahal wind palace palaceofwinds jaipur LINK",positive
109,1251730233029464064,0,en,"Yet another feat by students of Graphic Era 

Putting their education and skills to the best use possible our alumni have developed a robot to help doctors and nurses fight the war against COVID19  Dehradun LINK",positive
110,1251928811517730816,0,en,"Another CORONA warrior Falls
Salute nd respect  Warriors of Dharma LINK",neutral
111,1258652678499926016,0,en,"This Red Cross Day we want to thank doctors and nurses for their selfless dedication in trying to the world from COVID19

 doctors nurses RedCrossDay RedCrescentDay TheRealHeroes COVID19 Covid19 LINK",neutral
112,1258729632083435521,0,en,Philanthropy is all about making a positive difference in the world by devoting your resources and your time to the needy ones Kudos to disciples of Sant Shri Asaram Bapu Ji for their Covidrelief works 👌🏻👏 आशारामजीआश्रमद्वाराकोरोनासेवाकार्य LINK,positive
113,1260872544036491270,0,en,Support Medical Professionals and Healthcare workers with N95 Masks PE Kits Gloves Sanitizers and other medical products during this covid19 crisis 🌞Join the Fight against Covid19 and Contribute  LINK,negative
114,1252454036273606656,0,en,"How can you prevent the spread of the coronavirus disease

Standard recommendations to prevent the spread of COVID19 include frequent cleaning of hands using alcoholbased hand rub or soap and water covering the LINK",positive
115,1258631085350694913,0,en,"Lockdown 30 A Ready Reckoner 
Look what is Prohibited Lockdown3 coronavirus  IT Roorkee LINK",positive
116,1258769652790054913,0,en,During Corona Lockdown disciples of Sant Shri Asharamji Bapu are engaged in serving humanity all over the country आशारामजीआश्रमद्वाराकोरोनासेवाकार्य LINK LINK,neutral
117,1251862435633393664,0,en,"HelloSurties

17 More positive found on the evening of 19th April 20

evening corona update covid19  Surat Gujarat LINK",positive
118,1252453867482120200,0,en,"How can you prevent the spread of the coronavirus disease

Standard recommendations to prevent the spread of COVID19 include frequent cleaning of hands using alcoholbased hand rub or soap and water covering the LINK",positive
119,1258615035397537800,0,en,"Even Coronas Goa plan got cancelled 🤣 🍻
 

Goa became green zone with zero cases By the way were going Goa from 30th July  2nd August Want to join in Visit LINK for details
What You LINK",negative
120,1258766503249313793,0,en,"Beautiful uttrakhand 🥰

📷 follow abhishekfirmal 🌿

awesome beautiful love peace bliss nature india beautifuluttrakhand lockdown covid19 wow life myuttrakhand hills travel world us europe uk LINK",positive
121,1260855541133344768,0,en,"Fungus on branded stuff due to mall lock down😓😓😓😥😥
Hard reality 😣😣😣

indiafightscovid
covid19
newnormal covid 19

Start living your life with corona virusImprove your immune LINK",negative
122,1261002852031279104,0,en,Emotional ROI should be one of your key performance indicators during COVID Video LINK LINK,neutral
123,1261066830099161095,0,en," The Corona Warriors 
Keep   Distance 
Wear  Mask
Wash Hands  Mumbai Maharashtra LINK",neutral
124,1251774434811228160,0,en,"Listen this beautiful motivational song on corona
narendramodi sir posted this on his social media accounts too

After so long i played Dholak amp tried to cover this song on my instrument
Sorry for the LINK",positive
125,1251880580939218945,0,en,Thank you Switzerland 🇨🇭 especially Zermatt for showing solidarity for India 🇮🇳 in its fight against the Covid19 Pandemic  Never thought I would see Matterhorn in Tricolours  Very Touching Gesture Thank you for LINK,positive
126,1260916169927786497,0,en,A chaifie in coronavirus times says Dr Pankaj Malhotra as he takes a Chai Break in the middle of a super busy day chaiforcancer is close to my heart he says because of its simplicity amp because it effectively LINK,positive
127,1261126937625407494,0,en,"covid19 lockdown 
gajraaj afterAlongTime 
If you are joyful by your own nature you will do your best and that is all that matters
shadesofshivanjali  India LINK",positive
128,1251774805352878080,0,en,"Grocery Kit Distribution to Needy People
befojji befojjiopsec 
LINK

coronawarriors civilarmy befojji befojjiorganisation teambefojji coronavirus  Surat Gujarat LINK",neutral
129,1251774928833187840,0,en,"meduvada first try from scratch

lockdown covi̇d19 covid cooking foodlover pune punedairies  Gk Silverland Residency Phase 1 LINK",positive
130,1251932205468848130,0,en,"Hello Friends
RajGardenPlants covid19 corona IndiaFightsCorona stayhome staysafe Shayari love ishc pyar poem gazal poetry  shayar write writing write kavi kavita dard  heart dil heartbroken LINK",positive
131,1252207018967875584,1,en,UTC 7  IN    Here Are Some Health Benefits of Going Vegan Vegan people follow a plantbased diet and do not eat animal products including dairy meat  Here is the coronavirus in India live news updates View article LINK,positive
132,1252426004250804224,0,en,Cant even imagine what they are going through during these tough times Daily wage workers from Crawford Market Mumbai Shot before Covid19 😐  Mumbai Maharashtra LINK,negative
133,1252670241982865408,0,en,"NEWS OF COVID19

1 TA TIMES Dandia Bazaar Char Rasta opp Fire Brigade vadodara
2 TA TIME Raopura char rast opp Khodiyar mata temple navrang cinema road Vadodara
CALL  91922883
Shop Online From LINK",neutral
134,1258659965654503424,0,en,"Like a caterpillar we were roaming and consuming everything in our path recklessly 🤦‍♂️
This Covid19 quarantine or  isolation or social distancing is a nature given opportunity for our Metamorphosis stage LINK",positive
135,1258760650727329793,0,en,"ODISHA TO CONDUCT ROADSHOWS ACROSS THE COUNTRY TO PROMOTE DOMESTIC TOURISM FOR THE STATE

The state government is gearing up to reestablish the Covidhit tourism sector of the state by conducting roadshows across LINK",neutral
136,1260950241848762368,0,en,"Although Kerala was the first state to report cases of coronavirus in India its also among the best in containing its spread


LifelineLaboratory  MakeAndWear RoutineTest HealthCheckup HealthyLife LINK",positive
137,1252478037326794753,0,en,"CORONA VIRUS

WORK IN PROGRESS

corona virus horse uddhavthackeray ridding stopping coronavirus stop drawingart conceptart visualart design ballpen penart artistsoninstagram instart story new LINK",positive
138,1258772225991327746,0,en,"⛔️NEW VIDEO trailer  linkinbio👆 
kolkata cityview after 43 days of lockdown during this coronavirus coronavirisoutbreak  watch the VIDEO on my youtubechannel 
⛔️ ShotOniPhone amp editedbyme  LINK",positive
139,1252553981802557440,0,en,"Thanking all the Frontline fighters for controlling the spread of COVID19 and keeping everyone safe😄

baywatchresortgoa dudhsagarsparesort baywatchexpress sandahotels coronawarriors bestrong bepositive LINK",positive
140,1252813476726071296,0,en,"🇮🇳 India

10 day forecast of 1533 dead This wave may last 133 days and see 841591 cases and 1782 deaths Cases double every 78 days

📈 LINK

🕛 204 CovidIndia

34",negative
141,1258709844401455104,0,en,"Cute comfy cozy amp casual⠀
⠀
⠀
⠀
everydaystyle wingedeyeliner neutrals ocnpresets closeupshot quarantinelife quarantinestyle selfisolation covid19 coronavirus boredinthehouse everydaylife LINK",negative
142,1260916984721682432,0,en,"
Covid19 Relief Package Top Five Income Tax Relaxations

Finance Minister Nirmala Sitharaman has announced a slew of direct tax measures as part of the Covid19 relief package Prime Minister Narendra Modi LINK",positive
143,1260953255770836992,0,en,A 13 year old kid who went for heart surgery to Mumbai under a Govt Scheme also turned Covid19 positive along with some other cancer patients who recently returned from Mumbai Assam Govt has decided to keep her LINK,positive
144,1252161090663911424,0,en,"Uttar Pradesh Chief Minister Yogi Adityanath ji will not take part in the last rites of his father tomorrow to ensure enforcement of lockdown and to defeat coronavirus pandemic in the state 

🙏🙏  Khaga LINK",neutral
145,1252382917730299906,0,en,Do you think a depressed person could make this en Its Corona TiMe LINK,neutral
146,1252516306894684160,0,en,COVID CANT STOP LEARNING PART 4 MATTER AROUND US LINK LINK,neutral
147,1258709900231872512,0,en,Can you believe mango season the good Alphonso season is almost over 😍🤦🏻‍♀️ how do you like enjoying your mangoes 🥭 I like eating it best plain foodiesofindia mango summer yellow mumbai coronavirus LINK,positive
148,1258781701611945990,0,en,lockdown 20  My love story with food  It is indeed a hardtime for the whole world fighting the virus covid19 but then these are the times we come to know who stands with us LINK,positive
149,1261130701124009984,0,en,"Throwback to our last trip as a family before COVID precautions started gripping India

We found this place to be a beautiful place for a stop over with lovely views from their cafe right after crossing Sakleshpura LINK",positive
150,1252071717448515584,0,en,"Hello Friends
RajGardenPlants ROOKHRAJPAUDHSHALA
memories covid19 corona IndiaFightsCorona stayhome staysafe Shayari love ishc pyar poem gazal poetry  shayar write writing write kavi kavita LINK",positive
